ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
A_23_P5092	0.930233	7.48E-01	-3.32E-01	-6.567119	-1.93E-01	FUT6	fucosyltransferase 6
A_24_P97001	0.930258	7.48E-01	3.32E-01	-6.567143	1.38E-01	PRPF38A	pre-mRNA processing factor 38A
A_32_P182186	0.930258	7.48E-01	3.32E-01	-6.567154	1.22E-01		
A_24_P919616	0.930258	7.48E-01	-3.32E-01	-6.567166	-1.19E-01		
A_24_P21056	0.930258	7.48E-01	-3.32E-01	-6.567174	-1.44E-01	PHF14	PHD finger protein 14
A_23_P424900	0.930281	7.48E-01	3.32E-01	-6.567204	2.03E-01	PIFO	primary cilia formation
A_24_P499152	0.930281	7.48E-01	3.32E-01	-6.567214	1.58E-01		
A_23_P145606	0.930281	7.48E-01	-3.32E-01	-6.567217	-1.82E-01	CHRM2	cholinergic receptor muscarinic 2
A_24_P940644	0.930281	7.48E-01	-3.32E-01	-6.56723	-1.35E-01	SLIT1	slit guidance ligand 1
A_32_P191665	0.930281	7.48E-01	3.32E-01	-6.56724	1.44E-01		
A_24_P611965	0.930281	7.48E-01	3.32E-01	-6.567283	2.44E-01		
A_23_P73239	0.930281	7.48E-01	-3.32E-01	-6.567299	-3.00E-01	NCKAP1	NCK associated protein 1
A_23_P360874	0.930281	7.48E-01	3.32E-01	-6.567315	1.43E-01	LRWD1	leucine rich repeats and WD repeat domain containing 1
A_24_P63347	0.930281	7.48E-01	-3.31E-01	-6.567322	-2.44E-01	PF4V1	platelet factor 4 variant 1
A_24_P144543	0.930281	7.48E-01	3.31E-01	-6.56733	1.75E-01		
A_23_P128254	0.930281	7.48E-01	3.31E-01	-6.56733	1.27E-01	SLCO1B1	solute carrier organic anion transporter family member 1B1
A_23_P36187	0.930281	7.48E-01	-3.31E-01	-6.567334	-3.30E-01	SYT8	synaptotagmin 8
A_24_P910483	0.930281	7.49E-01	3.31E-01	-6.567339	1.25E-01		
A_32_P141338	0.930281	7.49E-01	-3.31E-01	-6.56734	-3.60E-01		
A_23_P204225	0.930281	7.49E-01	-3.31E-01	-6.567357	-1.27E-01		
A_24_P918458	0.930281	7.49E-01	3.31E-01	-6.567367	1.36E-01		
A_23_P10525	0.930281	7.49E-01	3.31E-01	-6.567377	1.32E-01		
A_24_P205284	0.930281	7.49E-01	3.31E-01	-6.567395	1.24E-01	SYT14P1	synaptotagmin 14 pseudogene 1
A_24_P169213	0.930281	7.49E-01	-3.31E-01	-6.567396	-2.63E-01		
A_24_P20120	0.930284	7.49E-01	3.31E-01	-6.567413	1.62E-01	CCDC88A	coiled-coil domain containing 88A
A_24_P941040	0.930284	7.49E-01	3.31E-01	-6.56742	1.25E-01		
A_23_P310372	0.930288	7.49E-01	-3.31E-01	-6.567433	-1.49E-01	IFNK	interferon kappa
A_32_P416161	0.93031	7.49E-01	3.31E-01	-6.567499	2.10E-01	XKRX	"XK related, X-linked"
A_23_P205389	0.93031	7.49E-01	-3.31E-01	-6.567501	-1.35E-01	MOAP1	modulator of apoptosis 1
A_32_P111266	0.93031	7.49E-01	-3.31E-01	-6.567507	-2.73E-01		
A_24_P649747	0.93031	7.49E-01	-3.31E-01	-6.567511	-1.95E-01	BMS1	"BMS1, ribosome biogenesis factor"
A_32_P219704	0.93031	7.49E-01	3.31E-01	-6.567526	2.24E-01		
A_23_P171150	0.93031	7.49E-01	-3.31E-01	-6.567527	-1.66E-01	KLHL4	kelch like family member 4
A_24_P388632	0.93031	7.49E-01	3.31E-01	-6.567535	1.27E-01	PCGF3	polycomb group ring finger 3
A_23_P138931	0.93031	7.49E-01	3.31E-01	-6.56754	1.25E-01	MMP13	matrix metallopeptidase 13
A_24_P110743	0.93031	7.49E-01	3.31E-01	-6.567542	2.10E-01		
A_24_P940587	0.930382	7.49E-01	3.31E-01	-6.567583	1.28E-01	PCDHB13	protocadherin beta 13
A_23_P39050	0.930382	7.49E-01	3.31E-01	-6.567617	1.81E-01	ZNF823	zinc finger protein 823
A_32_P40611	0.930382	7.49E-01	3.31E-01	-6.567642	2.27E-01		
A_32_P172114	0.930382	7.49E-01	-3.31E-01	-6.567648	-1.71E-01		
A_32_P38645	0.930382	7.49E-01	-3.31E-01	-6.567656	-1.24E-01	RIMS4	regulating synaptic membrane exocytosis 4
A_23_P116195	0.930382	7.49E-01	3.31E-01	-6.567661	1.28E-01		
A_23_P135589	0.930382	7.49E-01	3.31E-01	-6.567669	2.14E-01		
A_24_P560248	0.930382	7.49E-01	-3.31E-01	-6.567675	-1.63E-01		
A_32_P61168	0.930382	7.49E-01	3.30E-01	-6.567694	1.27E-01		
A_23_P39056	0.930382	7.49E-01	-3.30E-01	-6.5677	-1.24E-01	KLK7	kallikrein related peptidase 7
A_24_P247608	0.930382	7.49E-01	-3.30E-01	-6.567723	-1.72E-01	PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase
A_24_P153680	0.930382	7.49E-01	3.30E-01	-6.567724	1.52E-01	ZNF395	zinc finger protein 395
A_24_P931486	0.930382	7.49E-01	3.30E-01	-6.567725	1.26E-01		
A_23_P126790	0.930382	7.49E-01	-3.30E-01	-6.567727	-1.46E-01	SARS	seryl-tRNA synthetase
A_23_P147822	0.930419	7.49E-01	3.30E-01	-6.567777	2.26E-01	EPS8L2	EPS8 like 2
A_23_P99186	0.930419	7.49E-01	3.30E-01	-6.567783	1.46E-01	UBE3B	ubiquitin protein ligase E3B
A_23_P30175	0.930419	7.49E-01	3.30E-01	-6.567795	1.36E-01	ERBIN	erbb2 interacting protein
A_24_P928006	0.930419	7.49E-01	3.30E-01	-6.567798	1.35E-01		
A_23_P352990	0.930419	7.49E-01	3.30E-01	-6.567799	1.27E-01	LINC00314	long intergenic non-protein coding RNA 314
A_24_P737451	0.930419	7.49E-01	3.30E-01	-6.56782	1.44E-01	MTERF4	mitochondrial transcription termination factor 4
A_24_P365180	0.930419	7.49E-01	3.30E-01	-6.56782	1.28E-01	DSEL	dermatan sulfate epimerase-like
A_24_P321626	0.930432	7.50E-01	3.30E-01	-6.567847	1.50E-01	POLR3B	RNA polymerase III subunit B
A_32_P133005	0.930432	7.50E-01	3.30E-01	-6.567849	1.23E-01	DCAF10	DDB1 and CUL4 associated factor 10
A_23_P121144	0.930432	7.50E-01	3.30E-01	-6.56788	1.22E-01	LYZL4	lysozyme like 4
A_23_P68219	0.930432	7.50E-01	3.30E-01	-6.567884	1.24E-01	TTN	titin
A_32_P173862	0.930432	7.50E-01	-3.30E-01	-6.56789	-1.39E-01	C9orf135-AS1	C9orf135 antisense RNA 1 (head to head)
A_24_P367840	0.930432	7.50E-01	3.30E-01	-6.567893	1.22E-01	LINC01005	long intergenic non-protein coding RNA 1005
A_23_P359616	0.930485	7.50E-01	3.30E-01	-6.567925	1.21E-01	RPF1	ribosome production factor 1 homolog
A_24_P179013	0.930487	7.50E-01	3.30E-01	-6.567947	1.91E-01		
A_23_P160800	0.930487	7.50E-01	-3.30E-01	-6.567955	-1.95E-01	NR0B2	nuclear receptor subfamily 0 group B member 2
A_24_P68183	0.930487	7.50E-01	3.30E-01	-6.567964	2.06E-01	EGFEM1P	"EGF like and EMI domain containing 1, pseudogene"
A_23_P21943	0.930487	7.50E-01	-3.30E-01	-6.56797	-1.37E-01	SAGE1	sarcoma antigen 1
A_24_P769359	0.930498	7.50E-01	-3.30E-01	-6.567986	-1.39E-01	WNK1	WNK lysine deficient protein kinase 1
A_32_P84342	0.930526	7.50E-01	3.30E-01	-6.56801	1.46E-01		
A_24_P411121	0.930526	7.50E-01	-3.30E-01	-6.568034	-2.94E-01	TNFRSF18	TNF receptor superfamily member 18
A_23_P45133	0.930526	7.50E-01	-3.29E-01	-6.568059	-5.48E-01	CSF1	colony stimulating factor 1
A_23_P12826	0.930526	7.50E-01	-3.29E-01	-6.568076	-1.77E-01	STAMBPL1	STAM binding protein like 1
A_24_P824005	0.930526	7.50E-01	-3.29E-01	-6.568091	-1.55E-01		
A_24_P815792	0.930526	7.50E-01	3.29E-01	-6.568104	1.26E-01		
A_24_P913961	0.930526	7.50E-01	3.29E-01	-6.568105	1.34E-01		
A_24_P917744	0.930526	7.50E-01	-3.29E-01	-6.568159	-1.25E-01	DCTN1	dynactin subunit 1
A_24_P148653	0.930526	7.50E-01	-3.29E-01	-6.568162	-1.26E-01	LSG1	large 60S subunit nuclear export GTPase 1
A_24_P367481	0.930526	7.50E-01	3.29E-01	-6.56818	1.28E-01	CCR3	C-C motif chemokine receptor 3
A_23_P86884	0.930526	7.50E-01	3.29E-01	-6.568189	1.19E-01	SART1	squamous cell carcinoma antigen recognized by T-cells 1
A_24_P111009	0.930526	7.50E-01	-3.29E-01	-6.568192	-1.37E-01	SAFB2	scaffold attachment factor B2
A_23_P252052	0.930526	7.50E-01	-3.29E-01	-6.568202	-1.87E-01	FILIP1L	filamin A interacting protein 1 like
A_23_P138655	0.930526	7.50E-01	-3.29E-01	-6.568211	-1.41E-01	CYP26A1	cytochrome P450 family 26 subfamily A member 1
A_23_P22254	0.930526	7.50E-01	3.29E-01	-6.568213	1.24E-01		
A_24_P892494	0.930526	7.50E-01	3.29E-01	-6.568224	1.25E-01	LINC01096	long intergenic non-protein coding RNA 1096
A_32_P127847	0.930526	7.50E-01	3.29E-01	-6.568235	1.25E-01		
A_24_P622468	0.930526	7.50E-01	-3.29E-01	-6.568243	-1.56E-01		
A_23_P75288	0.930526	7.50E-01	-3.29E-01	-6.56825	-1.37E-01	ATAD1	"ATPase family, AAA domain containing 1"
A_32_P375062	0.930526	7.50E-01	3.29E-01	-6.568281	1.56E-01	NUP210P1	nucleoporin 210 pseudogene 1
A_24_P940551	0.930526	7.50E-01	3.29E-01	-6.568294	1.33E-01		
A_23_P168810	0.930526	7.50E-01	3.29E-01	-6.568299	1.46E-01	FAM200A	family with sequence similarity 200 member A
A_32_P135767	0.930526	7.50E-01	3.29E-01	-6.568302	1.29E-01		
A_24_P381278	0.930526	7.50E-01	3.29E-01	-6.568312	1.22E-01	SCN3B	sodium voltage-gated channel beta subunit 3
A_24_P112542	0.930526	7.51E-01	3.29E-01	-6.568318	3.24E-01		
A_32_P121079	0.930526	7.51E-01	3.29E-01	-6.568324	1.24E-01	TRABD2B	TraB domain containing 2B
A_24_P239076	0.930526	7.51E-01	-3.29E-01	-6.56834	-2.42E-01	IGLL1	immunoglobulin lambda like polypeptide 1
A_32_P25176	0.930526	7.51E-01	3.29E-01	-6.568345	1.61E-01	BCRP2	breakpoint cluster region pseudogene 2
A_24_P33508	0.930526	7.51E-01	3.29E-01	-6.568346	1.29E-01	11-Mar	membrane associated ring-CH-type finger 11
A_24_P358805	0.930526	7.51E-01	3.29E-01	-6.568353	1.24E-01	CDHR1	cadherin related family member 1
A_24_P516594	0.930526	7.51E-01	3.29E-01	-6.568361	1.30E-01	LOC101930421	uncharacterized LOC101930421
A_23_P160631	0.930526	7.51E-01	3.29E-01	-6.568364	1.39E-01	CCT3	chaperonin containing TCP1 subunit 3
A_24_P510357	0.930526	7.51E-01	-3.29E-01	-6.568371	-1.95E-01	IGLJ3	immunoglobulin lambda joining 3
A_24_P921633	0.930526	7.51E-01	3.29E-01	-6.568382	1.24E-01		
A_24_P170538	0.930526	7.51E-01	3.29E-01	-6.568386	1.23E-01	UTP14A	UTP14A small subunit processome component
A_24_P51080	0.930527	7.51E-01	3.28E-01	-6.568404	1.35E-01	NR2F1-AS1	NR2F1 antisense RNA 1
A_23_P147782	0.930527	7.51E-01	-3.28E-01	-6.568414	-1.82E-01	SCRT1	scratch family transcriptional repressor 1
A_32_P142881	0.930527	7.51E-01	3.28E-01	-6.568425	1.27E-01	SMG1	"SMG1, nonsense mediated mRNA decay associated PI3K related kinase"
A_24_P49657	0.930527	7.51E-01	-3.28E-01	-6.568458	-2.47E-01		
A_23_P30091	0.930527	7.51E-01	-3.28E-01	-6.568467	-1.23E-01	UCP1	uncoupling protein 1
A_24_P99244	0.930527	7.51E-01	3.28E-01	-6.568475	1.22E-01	FGF7	fibroblast growth factor 7
A_23_P391711	0.930527	7.51E-01	3.28E-01	-6.568481	1.27E-01	FABP2	fatty acid binding protein 2
A_24_P169234	0.930527	7.51E-01	3.28E-01	-6.568483	1.25E-01	ZAP70	zeta chain of T cell receptor associated protein kinase 70
A_24_P32881	0.930527	7.51E-01	-3.28E-01	-6.568487	-1.96E-01		
A_23_P207414	0.930527	7.51E-01	-3.28E-01	-6.568509	-2.67E-01	PTGES3L-AARSD1	PTGES3L-AARSD1 readthrough
A_32_P219620	0.930527	7.51E-01	3.28E-01	-6.568509	1.22E-01	EYA4	EYA transcriptional coactivator and phosphatase 4
A_24_P759241	0.930542	7.51E-01	-3.28E-01	-6.568526	-1.43E-01		
A_23_P253405	0.930623	7.51E-01	-3.28E-01	-6.56859	-1.16E-01	SLC31A1	solute carrier family 31 member 1
A_23_P90079	0.930623	7.51E-01	3.28E-01	-6.568593	1.71E-01	ZNF799	zinc finger protein 799
A_32_P190211	0.930623	7.51E-01	3.28E-01	-6.568594	1.23E-01		
A_23_P357316	0.930623	7.51E-01	3.28E-01	-6.568609	2.14E-01	UPP2	uridine phosphorylase 2
A_32_P188850	0.930623	7.51E-01	3.28E-01	-6.568619	2.24E-01		
A_23_P397480	0.930623	7.51E-01	-3.28E-01	-6.568639	-1.33E-01	ABCC13	ATP binding cassette subfamily C member 13 (pseudogene)
A_23_P167298	0.930623	7.51E-01	3.28E-01	-6.568642	1.77E-01	C4orf17	chromosome 4 open reading frame 17
A_24_P16631	0.930623	7.51E-01	3.28E-01	-6.56866	1.58E-01		
A_23_P204482	0.930623	7.51E-01	3.28E-01	-6.568661	1.85E-01	RAB35	"RAB35, member RAS oncogene family"
A_23_P358009	0.930623	7.51E-01	-3.28E-01	-6.568669	-1.34E-01	DNAJC16	DnaJ heat shock protein family (Hsp40) member C16
A_32_P47265	0.930812	7.51E-01	3.27E-01	-6.568754	1.80E-01	SAMD12	sterile alpha motif domain containing 12
A_23_P117175	0.930813	7.51E-01	3.27E-01	-6.568789	1.62E-01	PARP4	poly(ADP-ribose) polymerase family member 4
A_24_P319684	0.930813	7.51E-01	-3.27E-01	-6.568805	-3.15E-01	CCDC121	coiled-coil domain containing 121
A_32_P64106	0.930813	7.52E-01	3.27E-01	-6.568831	2.32E-01		
A_32_P132959	0.930813	7.52E-01	3.27E-01	-6.568835	1.85E-01		
A_23_P256624	0.930813	7.52E-01	3.27E-01	-6.568842	1.21E-01	DDX4	DEAD-box helicase 4
A_24_P182947	0.930813	7.52E-01	-3.27E-01	-6.568847	-2.60E-01	GCSAM	germinal center associated signaling and motility
A_24_P168510	0.930813	7.52E-01	-3.27E-01	-6.568848	-1.19E-01	KXD1	KxDL motif containing 1
A_23_P203332	0.930813	7.52E-01	-3.27E-01	-6.568851	-1.41E-01	FAM111A	family with sequence similarity 111 member A
A_24_P50091	0.930813	7.52E-01	3.27E-01	-6.568878	1.86E-01	DNM1P46	dynamin 1 pseudogene 46
A_23_P13866	0.930813	7.52E-01	-3.27E-01	-6.568893	-1.34E-01	SYT10	synaptotagmin 10
A_23_P395493	0.930813	7.52E-01	-3.27E-01	-6.568898	-1.58E-01	CFL1P1	cofilin 1 pseudogene 1
A_23_P120970	0.930813	7.52E-01	3.27E-01	-6.5689	1.26E-01	TTLL1	tubulin tyrosine ligase like 1
A_23_P317056	0.930813	7.52E-01	3.27E-01	-6.568906	1.96E-01		
A_23_P113952	0.930813	7.52E-01	3.27E-01	-6.568959	1.55E-01		
A_23_P331400	0.930813	7.52E-01	3.27E-01	-6.56897	2.11E-01	LRRC37A3	leucine rich repeat containing 37 member A3
A_24_P195998	0.930813	7.52E-01	-3.27E-01	-6.568977	-1.26E-01	ANKRD17	ankyrin repeat domain 17
A_32_P134301	0.930813	7.52E-01	3.27E-01	-6.569024	2.85E-01		
A_23_P38603	0.930813	7.52E-01	3.27E-01	-6.569027	1.28E-01	KRTAP4-4	keratin associated protein 4-4
A_23_P386450	0.930813	7.52E-01	-3.27E-01	-6.569063	-1.72E-01	POLK	DNA polymerase kappa
A_23_P431263	0.930813	7.52E-01	3.27E-01	-6.56908	1.55E-01	KLHL29	kelch like family member 29
A_24_P127602	0.930813	7.52E-01	-3.27E-01	-6.569088	-1.28E-01	BSN-AS2	BSN antisense RNA 2 (head to head)
A_23_P57393	0.930813	7.52E-01	-3.27E-01	-6.569093	-1.25E-01		
A_23_P103571	0.930813	7.52E-01	3.27E-01	-6.569094	1.42E-01	MAN1A2	mannosidase alpha class 1A member 2
A_24_P217834	0.930813	7.52E-01	3.26E-01	-6.569118	1.66E-01	HIST1H3D	"histone cluster 1, H3d"
A_23_P49842	0.930813	7.52E-01	-3.26E-01	-6.56912	-1.49E-01	UNC119	unc-119 lipid binding chaperone
A_24_P882345	0.930813	7.52E-01	-3.26E-01	-6.569128	-2.06E-01		
A_23_P40718	0.930813	7.52E-01	3.26E-01	-6.569136	1.68E-01	PARVB	parvin beta
A_32_P30421	0.930813	7.52E-01	-3.26E-01	-6.569137	-1.62E-01		
A_23_P38649	0.930813	7.52E-01	-3.26E-01	-6.569158	-1.59E-01	MC2R	melanocortin 2 receptor
A_23_P58427	0.930813	7.52E-01	-3.26E-01	-6.56916	-1.21E-01	COL25A1	collagen type XXV alpha 1 chain
A_24_P138091	0.930813	7.52E-01	3.26E-01	-6.569165	1.30E-01	PTPN3	"protein tyrosine phosphatase, non-receptor type 3"
A_24_P401185	0.930813	7.52E-01	3.26E-01	-6.569168	1.53E-01	CCDC158	coiled-coil domain containing 158
A_32_P118556	0.930813	7.52E-01	3.26E-01	-6.569172	1.76E-01		
A_24_P401842	0.930813	7.52E-01	3.26E-01	-6.569172	1.23E-01	HHIP	hedgehog interacting protein
A_23_P86801	0.930813	7.52E-01	-3.26E-01	-6.569198	-1.54E-01	RAPSN	receptor associated protein of the synapse
A_24_P247738	0.930813	7.52E-01	3.26E-01	-6.569201	1.55E-01	DNAH8	dynein axonemal heavy chain 8
A_32_P215474	0.930813	7.52E-01	3.26E-01	-6.56921	1.24E-01		
A_32_P23854	0.930813	7.52E-01	3.26E-01	-6.569211	1.65E-01	DENND1A	DENN domain containing 1A
A_24_P297680	0.930813	7.52E-01	3.26E-01	-6.569221	1.51E-01	PDXDC2P	"pyridoxal dependent decarboxylase domain containing 2, pseudogene"
A_32_P380675	0.930813	7.52E-01	3.26E-01	-6.569221	1.24E-01	GRIP2	glutamate receptor interacting protein 2
A_32_P172198	0.930813	7.52E-01	3.26E-01	-6.569226	1.22E-01		
A_23_P100413	0.930813	7.52E-01	-3.26E-01	-6.569231	-1.18E-01	EXOSC6	exosome component 6
A_23_P123448	0.930813	7.52E-01	3.26E-01	-6.569248	1.24E-01	MMP16	matrix metallopeptidase 16
A_24_P236251	0.930813	7.52E-01	-3.26E-01	-6.569254	-1.91E-01	DLK1	delta like non-canonical Notch ligand 1
A_23_P398770	0.930813	7.52E-01	-3.26E-01	-6.569258	-1.60E-01	PWWP2A	PWWP domain containing 2A
A_23_P59410	0.930813	7.52E-01	3.26E-01	-6.569263	1.32E-01	KIF25	kinesin family member 25
A_32_P86905	0.930831	7.52E-01	3.26E-01	-6.569281	1.69E-01	FGF7P3	fibroblast growth factor 7 pseudogene 3
A_24_P472673	0.93088	7.53E-01	3.26E-01	-6.569317	1.28E-01	CADPS	calcium dependent secretion activator
A_32_P137408	0.93088	7.53E-01	3.26E-01	-6.569327	2.57E-01		
A_24_P84970	0.93088	7.53E-01	3.26E-01	-6.569333	1.70E-01		
A_23_P255837	0.930881	7.53E-01	3.26E-01	-6.569364	1.38E-01	SLC7A2	solute carrier family 7 member 2
A_23_P81564	0.930881	7.53E-01	3.26E-01	-6.569376	1.22E-01		
A_24_P628618	0.930881	7.53E-01	-3.26E-01	-6.56938	-1.79E-01		
A_32_P133980	0.930881	7.53E-01	3.26E-01	-6.569399	1.48E-01		
A_23_P334630	0.930881	7.53E-01	-3.26E-01	-6.569405	-1.82E-01	JRK	Jrk helix-turn-helix protein
A_32_P305020	0.930881	7.53E-01	3.26E-01	-6.569416	1.25E-01	GNG4	G protein subunit gamma 4
A_23_P402313	0.930881	7.53E-01	3.26E-01	-6.569422	1.49E-01	LINC00955	long intergenic non-protein coding RNA 955
A_24_P316446	0.930881	7.53E-01	3.26E-01	-6.569436	1.29E-01	LOC101928505	uncharacterized LOC101928505
A_23_P79993	0.930881	7.53E-01	3.26E-01	-6.569441	1.54E-01	CST8	cystatin 8
A_23_P154595	0.930881	7.53E-01	-3.26E-01	-6.569447	-2.02E-01	SPATA25	spermatogenesis associated 25
A_23_P31686	0.930881	7.53E-01	-3.25E-01	-6.569473	-1.52E-01	CCAR2	cell cycle and apoptosis regulator 2
A_24_P329597	0.930881	7.53E-01	3.25E-01	-6.56948	1.80E-01	UBQLN1	ubiquilin 1
A_24_P203134	0.930881	7.53E-01	3.25E-01	-6.569484	1.28E-01	DCAF12L1	DDB1 and CUL4 associated factor 12 like 1
A_24_P132518	0.930881	7.53E-01	3.25E-01	-6.569492	1.64E-01	IKBKB	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta"
A_24_P931030	0.930881	7.53E-01	-3.25E-01	-6.569512	-1.26E-01	LINC00641	long intergenic non-protein coding RNA 641
A_24_P221885	0.930881	7.53E-01	-3.25E-01	-6.569523	-2.30E-01	TRIOBP	TRIO and F-actin binding protein
A_23_P214727	0.930881	7.53E-01	-3.25E-01	-6.569525	-1.64E-01	GPR63	G protein-coupled receptor 63
A_23_P122796	0.930881	7.53E-01	-3.25E-01	-6.569532	-1.73E-01	HDDC2	HD domain containing 2
A_23_P128897	0.930896	7.53E-01	-3.25E-01	-6.569549	-1.67E-01		
A_23_P417475	0.930964	7.53E-01	-3.25E-01	-6.569586	-1.40E-01		
A_24_P556049	0.930974	7.53E-01	-3.25E-01	-6.569601	-2.12E-01		
A_24_P927404	0.931005	7.53E-01	3.25E-01	-6.569629	1.18E-01	ATP23	ATP23 metallopeptidase and ATP synthase assembly factor homolog
A_32_P874898	0.931005	7.53E-01	3.25E-01	-6.569647	1.42E-01		
A_23_P337790	0.931005	7.53E-01	3.25E-01	-6.569649	1.16E-01	SHPRH	SNF2 histone linker PHD RING helicase
A_32_P720619	0.931005	7.53E-01	3.25E-01	-6.56967	1.49E-01		
A_23_P316150	0.931005	7.53E-01	3.25E-01	-6.569676	1.22E-01	IFT80	intraflagellar transport 80
A_24_P928627	0.931005	7.53E-01	3.25E-01	-6.569685	1.23E-01	DCLK1	doublecortin like kinase 1
A_23_P213518	0.931005	7.53E-01	3.25E-01	-6.569699	1.97E-01	CAST	calpastatin
A_24_P234391	0.931005	7.53E-01	-3.25E-01	-6.569701	-2.25E-01	EFHD1	EF-hand domain family member D1
A_23_P130376	0.931008	7.53E-01	-3.25E-01	-6.569713	-1.70E-01	PIEZO2	piezo type mechanosensitive ion channel component 2
A_24_P590317	0.931063	7.53E-01	-3.25E-01	-6.569746	-1.64E-01		
A_23_P90163	0.931135	7.54E-01	3.25E-01	-6.569791	1.98E-01	BCAT2	branched chain amino acid transaminase 2
A_23_P349463	0.931135	7.54E-01	3.25E-01	-6.5698	1.49E-01	CHP2	calcineurin like EF-hand protein 2
A_32_P45375	0.931135	7.54E-01	3.25E-01	-6.569807	3.22E-01	UBE3A	ubiquitin protein ligase E3A
A_24_P22821	0.931141	7.54E-01	-3.24E-01	-6.56982	-1.24E-01	DHX34	DEAH-box helicase 34
A_24_P913576	0.931144	7.54E-01	3.24E-01	-6.569833	1.20E-01		
A_24_P405705	0.931153	7.54E-01	3.24E-01	-6.569847	1.21E-01	SLC2A2	solute carrier family 2 member 2
A_23_P25176	0.931159	7.54E-01	3.24E-01	-6.56986	1.20E-01		
A_24_P519504	0.931208	7.54E-01	-3.24E-01	-6.569891	-2.62E-01	IGLL5///CYAT1///IGLV3-21	immunoglobulin lambda like polypeptide 5///immunoglobulin lambda light chain-like///immunoglobulin lambda variable 3-21
A_24_P927569	0.931275	7.54E-01	-3.24E-01	-6.569945	-2.20E-01		
A_23_P92176	0.931275	7.54E-01	3.24E-01	-6.569948	1.24E-01	C3orf36	chromosome 3 open reading frame 36
A_24_P477948	0.931275	7.54E-01	3.24E-01	-6.569966	1.26E-01		
A_32_P169505	0.931275	7.54E-01	3.24E-01	-6.569969	1.23E-01	KIAA2022	KIAA2022
A_32_P49848	0.931275	7.54E-01	-3.24E-01	-6.569972	-1.31E-01	RHOQ	ras homolog family member Q
A_23_P15786	0.931291	7.54E-01	3.24E-01	-6.569989	3.01E-01	KRT25	keratin 25
A_23_P117662	0.931293	7.54E-01	3.24E-01	-6.57	1.96E-01	HDC	histidine decarboxylase
A_32_P128603	0.93134	7.54E-01	-3.24E-01	-6.57003	-2.12E-01		
A_24_P532330	0.931352	7.54E-01	-3.24E-01	-6.570045	-1.54E-01	NIFK-AS1	NIFK antisense RNA 1
A_23_P391255	0.931362	7.54E-01	3.24E-01	-6.57006	1.27E-01	FAM9A	family with sequence similarity 9 member A
A_24_P208730	0.931377	7.54E-01	3.24E-01	-6.570079	1.22E-01	CNTN4	contactin 4
A_23_P46429	0.931377	7.54E-01	3.24E-01	-6.570091	1.30E-01	CYR61	cysteine rich angiogenic inducer 61
A_23_P356717	0.931377	7.54E-01	3.24E-01	-6.570099	1.26E-01	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B
A_23_P143673	0.931416	7.54E-01	-3.24E-01	-6.570132	-2.81E-01	RASD2	RASD family member 2
A_32_P405010	0.931416	7.54E-01	3.24E-01	-6.570138	1.27E-01	COL25A1	collagen type XXV alpha 1 chain
A_23_P154708	0.931416	7.54E-01	-3.24E-01	-6.570147	-1.12E-01	HAO1	hydroxyacid oxidase 1
A_23_P200216	0.931445	7.54E-01	-3.23E-01	-6.570197	-1.41E-01	MAGOH	"mago homolog, exon junction complex core component"
A_23_P34007	0.931445	7.54E-01	3.23E-01	-6.570215	1.21E-01	PPP1R2P9	protein phosphatase 1 regulatory inhibitor subunit 2 pseudogene 9
A_23_P91168	0.931445	7.54E-01	-3.23E-01	-6.570223	-2.17E-01	10-Sep	septin 10
A_23_P374250	0.931445	7.54E-01	3.23E-01	-6.57023	1.28E-01	DPY19L2	dpy-19 like 2
A_32_P96993	0.931445	7.54E-01	-3.23E-01	-6.570244	-1.27E-01		
A_23_P350001	0.931445	7.54E-01	3.23E-01	-6.570257	1.24E-01	GUCY1A2	guanylate cyclase 1 soluble subunit alpha 2
A_24_P693768	0.931445	7.55E-01	3.23E-01	-6.570272	1.23E-01		
A_24_P843309	0.931445	7.55E-01	3.23E-01	-6.570273	1.27E-01		
A_23_P365327	0.931445	7.55E-01	3.23E-01	-6.570278	1.21E-01	UBE3D	ubiquitin protein ligase E3D
A_23_P139434	0.931445	7.55E-01	3.23E-01	-6.570281	1.22E-01	PRB2	proline rich protein BstNI subfamily 2
A_23_P139146	0.931445	7.55E-01	3.23E-01	-6.570305	1.25E-01	MS4A8	membrane spanning 4-domains A8
A_23_P322086	0.931445	7.55E-01	3.23E-01	-6.570311	1.49E-01	SPX	spexin hormone
A_32_P480177	0.931445	7.55E-01	3.23E-01	-6.570312	1.54E-01	TNN	tenascin N
A_23_P101908	0.931445	7.55E-01	-3.23E-01	-6.570328	-1.69E-01	APC2	"APC2, WNT signaling pathway regulator"
A_24_P202527	0.931445	7.55E-01	-3.23E-01	-6.570335	-1.20E-01	SMAD2	SMAD family member 2
A_23_P327910	0.931445	7.55E-01	3.23E-01	-6.570349	1.21E-01	ZIC3	Zic family member 3
A_32_P94160	0.931445	7.55E-01	3.23E-01	-6.570359	1.33E-01	PRKAA2	protein kinase AMP-activated catalytic subunit alpha 2
