ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
A_23_P4773	0.95096	8.70E-01	1.69E-01	-6.489999	1.23E-01	LILRB5	leukocyte immunoglobulin like receptor B5
A_23_P200310	0.95096	8.70E-01	-1.68E-01	-6.49001	-1.37E-01	DEPDC1	DEP domain containing 1
A_23_P258088	0.95096	8.70E-01	-1.68E-01	-6.490015	-7.27E-02	PACSIN1	protein kinase C and casein kinase substrate in neurons 1
A_23_P97221	0.95096	8.70E-01	1.68E-01	-6.490019	8.33E-02	ZNF691	zinc finger protein 691
A_24_P195418	0.95096	8.70E-01	1.68E-01	-6.490022	1.29E-01	USF3	upstream transcription factor family member 3
A_23_P125809	0.95102	8.71E-01	-1.68E-01	-6.49004	-6.27E-02	ZCCHC12	zinc finger CCHC-type containing 12
A_24_P198844	0.95102	8.71E-01	1.68E-01	-6.490046	1.13E-01	MPDU1	mannose-P-dolichol utilization defect 1
A_24_P50228	0.95104	8.71E-01	1.68E-01	-6.490056	8.93E-02	C11orf87	chromosome 11 open reading frame 87
A_23_P146497	0.95107	8.71E-01	1.68E-01	-6.490068	8.60E-02	PPP1R26	protein phosphatase 1 regulatory subunit 26
A_32_P23113	0.95114	8.71E-01	-1.68E-01	-6.49009	-7.57E-02		
A_23_P105957	0.95114	8.71E-01	1.68E-01	-6.490102	1.08E-01	ACTN1	actinin alpha 1
A_23_P127840	0.95114	8.71E-01	1.68E-01	-6.490105	9.13E-02	ZNF214	zinc finger protein 214
A_32_P82515	0.95114	8.71E-01	1.68E-01	-6.490108	1.08E-01		
A_24_P409800	0.95114	8.71E-01	1.68E-01	-6.490115	8.60E-02	KCTD16	potassium channel tetramerization domain containing 16
A_24_P271765	0.95114	8.71E-01	-1.68E-01	-6.490116	-6.17E-02	FLJ38773	uncharacterized protein FLJ38773
A_23_P139476	0.9512	8.71E-01	-1.68E-01	-6.490136	-7.33E-02	CD63	CD63 molecule
A_23_P90453	0.95123	8.71E-01	-1.68E-01	-6.490158	-7.67E-02	KRTDAP	keratinocyte differentiation associated protein
A_24_P940620	0.95123	8.71E-01	-1.68E-01	-6.490161	-6.20E-02	CCDC57	coiled-coil domain containing 57
A_24_P205019	0.95123	8.71E-01	-1.68E-01	-6.49017	-6.00E-02	ZNF250	zinc finger protein 250
A_23_P136547	0.95123	8.71E-01	1.68E-01	-6.49017	5.93E-02	PIGG	phosphatidylinositol glycan anchor biosynthesis class G
A_23_P429998	0.95123	8.71E-01	-1.68E-01	-6.490174	-7.77E-02	FOSB	"FosB proto-oncogene, AP-1 transcription factor subunit"
A_23_P300255	0.95123	8.71E-01	1.68E-01	-6.49018	7.93E-02	NUBP1	nucleotide binding protein 1
A_23_P154730	0.95123	8.71E-01	-1.68E-01	-6.49019	-7.03E-02	ZNF133	zinc finger protein 133
A_23_P150394	0.95123	8.71E-01	1.68E-01	-6.490191	1.15E-01	FXYD6	FXYD domain containing ion transport regulator 6
A_23_P45934	0.95123	8.71E-01	-1.68E-01	-6.490193	-8.43E-02	SRP9	signal recognition particle 9
A_23_P94942	0.95128	8.71E-01	1.67E-01	-6.49021	6.40E-02	SHARPIN	SHANK associated RH domain interactor
A_32_P86616	0.95134	8.71E-01	-1.67E-01	-6.49023	-1.99E-01		
A_32_P132796	0.95134	8.71E-01	-1.67E-01	-6.490235	-6.57E-02	BRE	brain and reproductive organ-expressed (TNFRSF1A modulator)
A_23_P253123	0.95135	8.71E-01	1.67E-01	-6.490248	1.04E-01	VGLL1	vestigial like family member 1
A_23_P79927	0.95135	8.71E-01	-1.67E-01	-6.490249	-8.27E-02	NOP56	NOP56 ribonucleoprotein
A_32_P104075	0.9514	8.71E-01	1.67E-01	-6.49027	6.63E-02	PAK2	p21 (RAC1) activated kinase 2
A_23_P42189	0.9514	8.71E-01	1.67E-01	-6.490273	6.43E-02	SLC17A1	solute carrier family 17 member 1
A_32_P71736	0.9514	8.72E-01	1.67E-01	-6.490283	6.77E-02	PIGH	phosphatidylinositol glycan anchor biosynthesis class H
A_24_P936221	0.9514	8.72E-01	-1.67E-01	-6.490287	-9.97E-02	LOC100130916	HSAL5836
A_23_P82503	0.9514	8.72E-01	1.67E-01	-6.490288	1.52E-01	PEG10	paternally expressed 10
A_23_P78517	0.95143	8.72E-01	-1.67E-01	-6.490308	-7.13E-02	CLASRP	CLK4 associating serine/arginine rich protein
A_32_P107644	0.95143	8.72E-01	-1.67E-01	-6.490315	-7.10E-02	MIR137HG	MIR137 host gene
A_23_P8380	0.95143	8.72E-01	-1.67E-01	-6.49032	-6.47E-02	C7orf49	chromosome 7 open reading frame 49
A_32_P171185	0.95143	8.72E-01	-1.67E-01	-6.490324	-1.13E-01		
A_24_P548881	0.95143	8.72E-01	1.67E-01	-6.490329	1.46E-01		
A_24_P324814	0.95143	8.72E-01	-1.67E-01	-6.490338	-8.90E-02	CEP95	centrosomal protein 95
A_24_P82630	0.95143	8.72E-01	1.67E-01	-6.490344	8.53E-02	SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1
A_24_P490463	0.95143	8.72E-01	-1.67E-01	-6.490346	-6.07E-02		
A_23_P374919	0.95143	8.72E-01	1.67E-01	-6.49035	8.60E-02	LRRC71	leucine rich repeat containing 71
A_32_P715038	0.95143	8.72E-01	1.67E-01	-6.49035	8.93E-02		
A_24_P379750	0.95143	8.72E-01	-1.67E-01	-6.490354	-1.02E-01	MXD1	MAX dimerization protein 1
A_24_P792130	0.95146	8.72E-01	1.67E-01	-6.490366	6.00E-02		
A_32_P168701	0.95149	8.72E-01	-1.66E-01	-6.490382	-8.80E-02		
A_23_P352291	0.95149	8.72E-01	1.66E-01	-6.490393	6.70E-02	SRSF10	serine and arginine rich splicing factor 10
A_32_P71858	0.95149	8.72E-01	-1.66E-01	-6.490394	-1.08E-01		
A_23_P98605	0.95149	8.72E-01	-1.66E-01	-6.4904	-6.30E-02	UBXN1	UBX domain protein 1
A_24_P234462	0.95149	8.72E-01	-1.66E-01	-6.490403	-1.04E-01	TMIE	transmembrane inner ear
A_32_P742404	0.95149	8.72E-01	1.66E-01	-6.490411	8.67E-02	CAMSAP1	calmodulin regulated spectrin associated protein 1
A_32_P61339	0.95149	8.72E-01	-1.66E-01	-6.490412	-1.17E-01	LOC105379704	CASP-like protein 4A1
A_24_P240259	0.95149	8.72E-01	1.66E-01	-6.490418	9.13E-02	LRRC31	leucine rich repeat containing 31
A_24_P193509	0.95149	8.72E-01	1.66E-01	-6.490424	1.27E-01	FOPNL	FGFR1OP N-terminal like
A_24_P400970	0.9515	8.72E-01	-1.66E-01	-6.490435	-8.50E-02		
A_23_P206237	0.9515	8.72E-01	1.66E-01	-6.490436	9.93E-02	TELO2	telomere maintenance 2
A_24_P24831	0.95162	8.72E-01	-1.66E-01	-6.490468	-6.43E-02	WASH1	WAS protein family homolog 1
A_23_P201079	0.95163	8.72E-01	1.66E-01	-6.490477	9.10E-02	PRDM2	PR/SET domain 2
A_23_P332178	0.95164	8.72E-01	1.66E-01	-6.490485	1.31E-01	GRM2	glutamate metabotropic receptor 2
A_24_P936010	0.95164	8.72E-01	-1.66E-01	-6.490489	-9.47E-02	LASP1	LIM and SH3 protein 1
A_23_P43412	0.95171	8.72E-01	-1.66E-01	-6.490515	-1.06E-01	HEMGN	hemogen
A_23_P203475	0.95171	8.72E-01	-1.66E-01	-6.490516	-1.37E-01	PRKCDBP	protein kinase C delta binding protein
A_23_P130639	0.95171	8.73E-01	1.66E-01	-6.490522	7.03E-02		
A_23_P16652	0.95185	8.73E-01	1.65E-01	-6.490559	5.77E-02	ZNF555	zinc finger protein 555
A_32_P135664	0.95199	8.73E-01	1.65E-01	-6.490598	9.87E-02	SCAMP1-AS1	SCAMP1 antisense RNA 1
A_23_P132675	0.95199	8.73E-01	1.65E-01	-6.490599	7.87E-02	UQCRC1	ubiquinol-cytochrome c reductase core protein I
A_32_P162958	0.95202	8.73E-01	-1.65E-01	-6.490612	-1.39E-01		
A_23_P24215	0.95205	8.73E-01	1.65E-01	-6.490626	7.53E-02	TBC1D12	TBC1 domain family member 12
A_24_P798028	0.95205	8.73E-01	-1.65E-01	-6.490629	-1.19E-01	MUC12	"mucin 12, cell surface associated"
A_32_P120014	0.95206	8.73E-01	-1.65E-01	-6.490637	-8.57E-02		
A_23_P45821	0.95206	8.73E-01	-1.65E-01	-6.490651	-6.73E-02		
A_23_P148768	0.95206	8.73E-01	1.65E-01	-6.490652	9.77E-02	F5	coagulation factor V
A_24_P171549	0.95206	8.73E-01	1.65E-01	-6.490654	1.19E-01	CDCA7	cell division cycle associated 7
A_24_P222165	0.95207	8.73E-01	1.65E-01	-6.49066	1.29E-01	GAB1	GRB2 associated binding protein 1
A_23_P108785	0.95208	8.73E-01	-1.65E-01	-6.490668	-7.13E-02	ACTR3	ARP3 actin related protein 3 homolog
A_23_P331638	0.95208	8.73E-01	-1.65E-01	-6.490677	-8.63E-02	KIF1B	kinesin family member 1B
A_24_P111147	0.95208	8.73E-01	1.65E-01	-6.490682	1.06E-01	PCDH15	protocadherin related 15
A_23_P500206	0.95208	8.73E-01	-1.65E-01	-6.490685	-5.93E-02	IL17RE	interleukin 17 receptor E
A_23_P347432	0.95208	8.73E-01	1.65E-01	-6.490691	8.33E-02	DVL1	dishevelled segment polarity protein 1
A_23_P329822	0.95208	8.73E-01	1.65E-01	-6.490702	1.85E-01	GREM2	"gremlin 2, DAN family BMP antagonist"
A_32_P10936	0.95208	8.73E-01	-1.65E-01	-6.490709	-8.73E-02	CDH12	cadherin 12
A_24_P8318	0.95208	8.73E-01	1.65E-01	-6.490712	7.70E-02	AFF4	AF4/FMR2 family member 4
A_23_P75820	0.95208	8.73E-01	1.65E-01	-6.490719	1.12E-01	SLC22A24	solute carrier family 22 member 24
A_23_P213166	0.95208	8.73E-01	-1.65E-01	-6.49072	-9.80E-02	ZGRF1	zinc finger GRF-type containing 1
A_24_P911950	0.95208	8.73E-01	-1.65E-01	-6.490723	-5.87E-02		
A_23_P167276	0.95211	8.73E-01	1.65E-01	-6.490738	6.47E-02	PAQR3	progestin and adipoQ receptor family member 3
A_23_P92727	0.95211	8.73E-01	-1.64E-01	-6.490741	-6.73E-02	RAI14	retinoic acid induced 14
A_24_P114124	0.95215	8.73E-01	1.64E-01	-6.490755	8.40E-02	LAPTM5	lysosomal protein transmembrane 5
A_24_P302802	0.95218	8.74E-01	-1.64E-01	-6.490772	-7.67E-02	PCCB	propionyl-CoA carboxylase beta subunit
A_24_P492885	0.95218	8.74E-01	-1.64E-01	-6.490773	-1.89E-01		
A_23_P375517	0.9522	8.74E-01	-1.64E-01	-6.490786	-1.14E-01	ZNF681	zinc finger protein 681
A_32_P68746	0.9522	8.74E-01	-1.64E-01	-6.490788	-7.87E-02	SMU1	DNA replication regulator and spliceosomal factor
A_24_P914759	0.95223	8.74E-01	1.64E-01	-6.490801	7.30E-02	PLEC	plectin
A_24_P784846	0.95226	8.74E-01	1.64E-01	-6.490814	6.37E-02		
A_24_P636332	0.95226	8.74E-01	1.64E-01	-6.490822	8.57E-02	CCDC84	coiled-coil domain containing 84
A_24_P240338	0.95226	8.74E-01	-1.64E-01	-6.49083	-6.43E-02	CENPC	centromere protein C
A_23_P208210	0.95226	8.74E-01	-1.64E-01	-6.490857	-1.14E-01	ZNF432	zinc finger protein 432
A_23_P257014	0.95226	8.74E-01	1.64E-01	-6.490861	6.73E-02	RGS19	regulator of G-protein signaling 19
A_23_P150092	0.95226	8.74E-01	-1.64E-01	-6.490862	-5.80E-02	SEPHS1	selenophosphate synthetase 1
A_23_P204304	0.95226	8.74E-01	1.64E-01	-6.490865	1.23E-01	PTPRO	"protein tyrosine phosphatase, receptor type O"
A_23_P95599	0.95226	8.74E-01	-1.64E-01	-6.490869	-8.00E-02	ERVK13-1	endogenous retrovirus group K13 member 1
A_23_P214789	0.95226	8.74E-01	1.64E-01	-6.490871	6.47E-02	SNX9	sorting nexin 9
A_24_P45367	0.95226	8.74E-01	1.64E-01	-6.490876	7.07E-02	NIPAL3	NIPA like domain containing 3
A_23_P309967	0.95226	8.74E-01	-1.64E-01	-6.490877	-7.93E-02	DCTN5	dynactin subunit 5
A_23_P213137	0.95226	8.74E-01	1.64E-01	-6.490878	1.39E-01	LNX1	ligand of numb-protein X 1
A_24_P163477	0.95226	8.74E-01	1.64E-01	-6.49088	6.33E-02	QRSL1	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1
A_23_P200535	0.95226	8.74E-01	1.64E-01	-6.490891	7.17E-02	TRAPPC3	trafficking protein particle complex 3
A_24_P399454	0.95226	8.74E-01	-1.64E-01	-6.490893	-8.43E-02	EXOC3L2	exocyst complex component 3 like 2
A_32_P197173	0.95226	8.74E-01	1.64E-01	-6.490894	7.37E-02		
A_23_P76841	0.95226	8.74E-01	1.64E-01	-6.490901	6.30E-02	NGDN	neuroguidin
A_23_P103361	0.95226	8.74E-01	-1.64E-01	-6.490909	-9.93E-02	LCK	"LCK proto-oncogene, Src family tyrosine kinase"
A_23_P67162	0.95226	8.74E-01	1.64E-01	-6.49091	7.93E-02	PIN1	"peptidylprolyl cis/trans isomerase, NIMA-interacting 1"
A_23_P385771	0.95226	8.74E-01	1.63E-01	-6.490924	9.73E-02	PAOX	polyamine oxidase (exo-N4-amino)
A_24_P333644	0.95226	8.74E-01	-1.63E-01	-6.490924	-1.15E-01	SYCP2	synaptonemal complex protein 2
A_24_P466374	0.95226	8.74E-01	-1.63E-01	-6.490931	-7.50E-02	EYA3	EYA transcriptional coactivator and phosphatase 3
A_23_P398515	0.95226	8.74E-01	-1.63E-01	-6.490933	-8.53E-02	PKMYT1	"protein kinase, membrane associated tyrosine/threonine 1"
A_23_P135031	0.95231	8.74E-01	1.63E-01	-6.49095	1.12E-01	FRRS1L	ferric chelate reductase 1 like
A_23_P340376	0.95233	8.74E-01	-1.63E-01	-6.490965	-6.33E-02		
A_23_P342091	0.95233	8.74E-01	1.63E-01	-6.490973	6.00E-02	OARD1	O-acyl-ADP-ribose deacylase 1
A_23_P46222	0.95233	8.74E-01	1.63E-01	-6.490978	7.70E-02	TRIM46	tripartite motif containing 46
A_24_P156781	0.95233	8.74E-01	1.63E-01	-6.490981	9.33E-02	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3
A_23_P115762	0.95233	8.74E-01	-1.63E-01	-6.490983	-5.90E-02	ECD	ecdysoneless cell cycle regulator
A_24_P733345	0.95233	8.74E-01	1.63E-01	-6.490987	8.00E-02		
A_23_P166807	0.95237	8.75E-01	-1.63E-01	-6.491001	-7.63E-02	PCBP4	poly(rC) binding protein 4
A_24_P911872	0.95239	8.75E-01	-1.63E-01	-6.49101	-1.45E-01		
A_24_P812265	0.9524	8.75E-01	-1.63E-01	-6.491019	-7.57E-02		
A_24_P342410	0.9524	8.75E-01	-1.63E-01	-6.491024	-7.13E-02	PKN2	protein kinase N2
A_23_P129967	0.95246	8.75E-01	-1.63E-01	-6.491042	-8.60E-02	C17orf53	chromosome 17 open reading frame 53
A_24_P558365	0.95246	8.75E-01	-1.63E-01	-6.491047	-8.73E-02	FABP12	fatty acid binding protein 12
A_24_P904723	0.95248	8.75E-01	1.63E-01	-6.491061	8.83E-02		
A_23_P152234	0.95248	8.75E-01	-1.63E-01	-6.491063	-1.03E-01	CMTM2	CKLF like MARVEL transmembrane domain containing 2
A_32_P29703	0.95253	8.75E-01	-1.63E-01	-6.491085	-1.06E-01	ABCA17P	"ATP binding cassette subfamily A member 17, pseudogene"
A_23_P205273	0.95253	8.75E-01	-1.63E-01	-6.491087	-9.17E-02	PPP1R13B	protein phosphatase 1 regulatory subunit 13B
A_24_P503518	0.95253	8.75E-01	-1.63E-01	-6.49109	-6.30E-02		
A_24_P359671	0.95253	8.75E-01	-1.62E-01	-6.4911	-5.93E-02	NTNG1	netrin G1
A_24_P363679	0.95253	8.75E-01	1.62E-01	-6.4911	7.07E-02	ATP6V1H	ATPase H+ transporting V1 subunit H
A_23_P118174	0.95254	8.75E-01	1.62E-01	-6.491111	1.10E-01	PLK1	polo like kinase 1
A_23_P342727	0.95254	8.75E-01	-1.62E-01	-6.491114	-1.74E-01	STARD13	StAR related lipid transfer domain containing 13
A_23_P333683	0.9526	8.75E-01	-1.62E-01	-6.491133	-1.85E-01	IGSF10	immunoglobulin superfamily member 10
A_32_P74579	0.9526	8.75E-01	1.62E-01	-6.491144	1.00E-01	GAS2L2	growth arrest specific 2 like 2
A_24_P923028	0.9526	8.75E-01	1.62E-01	-6.491148	9.33E-02	TAT	tyrosine aminotransferase
A_23_P320887	0.9526	8.75E-01	1.62E-01	-6.491148	1.23E-01	CDC42SE1	CDC42 small effector 1
A_24_P937317	0.95261	8.75E-01	1.62E-01	-6.491156	6.73E-02	IL31	interleukin 31
A_23_P427148	0.95261	8.75E-01	-1.62E-01	-6.491161	-6.13E-02	PROCA1	protein interacting with cyclin A1
A_24_P282578	0.95263	8.75E-01	1.62E-01	-6.491172	6.20E-02	SSR2	signal sequence receptor subunit 2
A_32_P38228	0.95263	8.75E-01	1.62E-01	-6.491177	6.83E-02		
A_23_P162288	0.95263	8.75E-01	-1.62E-01	-6.491182	-8.57E-02	MYO1A	myosin IA
A_23_P212258	0.95265	8.75E-01	-1.62E-01	-6.491192	-9.40E-02	KNG1	kininogen 1
A_23_P210060	0.95266	8.75E-01	1.62E-01	-6.4912	1.22E-01	C2orf88	chromosome 2 open reading frame 88
A_32_P196694	0.95266	8.75E-01	-1.62E-01	-6.49121	-1.02E-01		
A_24_P307175	0.95266	8.75E-01	1.62E-01	-6.491213	7.40E-02	SMYD4	SET and MYND domain containing 4
A_24_P735283	0.95266	8.75E-01	1.62E-01	-6.491215	5.57E-02		
A_24_P114936	0.95269	8.75E-01	1.62E-01	-6.491226	8.03E-02	GM2A	GM2 ganglioside activator
A_23_P70020	0.95275	8.76E-01	1.62E-01	-6.491244	5.53E-02	PFDN1	prefoldin subunit 1
A_23_P204225	0.95286	8.76E-01	1.61E-01	-6.491276	7.67E-02		
A_24_P608007	0.95286	8.76E-01	-1.61E-01	-6.491285	-9.13E-02		
A_24_P633543	0.95286	8.76E-01	1.61E-01	-6.491307	6.73E-02	LOC439911	uncharacterized LOC439911
A_32_P30075	0.95286	8.76E-01	1.61E-01	-6.491307	7.50E-02		
A_23_P203540	0.95286	8.76E-01	-1.61E-01	-6.491313	-1.08E-01	EHF	ETS homologous factor
A_24_P286190	0.95286	8.76E-01	1.61E-01	-6.491321	6.87E-02	TRIM7	tripartite motif containing 7
A_23_P132910	0.95286	8.76E-01	1.61E-01	-6.491328	7.50E-02	RBM47	RNA binding motif protein 47
A_24_P225468	0.95286	8.76E-01	1.61E-01	-6.49133	6.83E-02	ANP32E	acidic nuclear phosphoprotein 32 family member E
A_23_P159595	0.95286	8.76E-01	-1.61E-01	-6.491332	-5.83E-02		
A_23_P149892	0.95286	8.76E-01	1.61E-01	-6.491335	7.23E-02	CSGALNACT2	chondroitin sulfate N-acetylgalactosaminyltransferase 2
A_23_P136552	0.95286	8.76E-01	1.61E-01	-6.491336	5.90E-02	PIGG	phosphatidylinositol glycan anchor biosynthesis class G
A_32_P51975	0.95286	8.76E-01	1.61E-01	-6.491349	1.40E-01		
A_24_P179029	0.95286	8.76E-01	1.61E-01	-6.491349	6.37E-02		
A_24_P607306	0.95286	8.76E-01	-1.61E-01	-6.491354	-1.16E-01		
A_23_P251765	0.95286	8.76E-01	-1.61E-01	-6.491356	-6.77E-02	BANP	BTG3 associated nuclear protein
A_24_P342150	0.95286	8.76E-01	1.61E-01	-6.491359	6.73E-02	GABPB1-AS1	GABPB1 antisense RNA 1
A_23_P94689	0.95286	8.76E-01	1.61E-01	-6.491366	6.97E-02	URM1	ubiquitin related modifier 1
A_23_P300479	0.95286	8.76E-01	-1.61E-01	-6.491368	-1.11E-01		
A_24_P261052	0.95286	8.76E-01	1.61E-01	-6.49137	6.03E-02	MTMR9	myotubularin related protein 9
A_23_P143083	0.95292	8.76E-01	1.61E-01	-6.49139	7.07E-02	TMEM214	transmembrane protein 214
A_24_P935276	0.95296	8.76E-01	-1.61E-01	-6.491408	-9.00E-02	ZNF766	zinc finger protein 766
A_24_P690273	0.95296	8.76E-01	1.61E-01	-6.491408	7.47E-02		
A_23_P126008	0.95305	8.76E-01	1.61E-01	-6.491433	6.33E-02	MAST2	microtubule associated serine/threonine kinase 2
A_23_P164507	0.95309	8.76E-01	1.61E-01	-6.491447	1.05E-01	YES1	"YES proto-oncogene 1, Src family tyrosine kinase"
A_23_P73150	0.95309	8.76E-01	1.60E-01	-6.491454	9.37E-02	TTC25	tetratricopeptide repeat domain 25
A_23_P371145	0.95309	8.77E-01	1.60E-01	-6.49146	9.00E-02	ADPRHL1	ADP-ribosylhydrolase like 1
A_32_P206872	0.95309	8.77E-01	-1.60E-01	-6.491464	-7.23E-02	ZNF135	zinc finger protein 135
A_23_P91900	0.95309	8.77E-01	-1.60E-01	-6.491469	-7.37E-02	SMC4	structural maintenance of chromosomes 4
A_32_P10187	0.95321	8.77E-01	1.60E-01	-6.491498	7.80E-02		
A_23_P24529	0.95325	8.77E-01	1.60E-01	-6.491517	5.87E-02	C11orf57	chromosome 11 open reading frame 57
A_23_P22647	0.95325	8.77E-01	1.60E-01	-6.491519	6.50E-02	FAM155B	family with sequence similarity 155 member B
A_23_P75786	0.95327	8.77E-01	1.60E-01	-6.491527	7.77E-02	SLC15A3	solute carrier family 15 member 3
A_23_P59988	0.95329	8.77E-01	1.60E-01	-6.491538	7.67E-02	SLC35G5	solute carrier family 35 member G5
A_32_P184488	0.9533	8.77E-01	1.60E-01	-6.491544	8.43E-02	PHLDB3	pleckstrin homology like domain family B member 3
A_23_P428887	0.9533	8.77E-01	-1.60E-01	-6.49155	-1.32E-01	KLHL34	kelch like family member 34
A_24_P194886	0.95335	8.77E-01	1.60E-01	-6.491569	1.02E-01	EHBP1	EH domain binding protein 1
A_32_P86682	0.95335	8.77E-01	1.60E-01	-6.491571	9.83E-02		
A_23_P84670	0.95336	8.77E-01	1.60E-01	-6.491579	9.33E-02	GRIN1	glutamate ionotropic receptor NMDA type subunit 1
A_23_P208788	0.95339	8.77E-01	1.60E-01	-6.49159	7.80E-02	C19orf33	chromosome 19 open reading frame 33
A_23_P2922	0.95345	8.77E-01	1.60E-01	-6.491612	6.03E-02	MBIP	MAP3K12 binding inhibitory protein 1
A_23_P399864	0.95345	8.77E-01	-1.60E-01	-6.491613	-6.97E-02	RBMXL3	"RNA binding motif protein, X-linked like 3"
A_23_P80027	0.95346	8.77E-01	1.60E-01	-6.49162	7.20E-02	BPIFB4	BPI fold containing family B member 4
A_23_P83414	0.95348	8.77E-01	1.59E-01	-6.49163	1.00E-01	PPP1CB	protein phosphatase 1 catalytic subunit beta
A_24_P734341	0.95348	8.77E-01	1.59E-01	-6.491637	7.70E-02	SH3RF3-AS1	SH3RF3 antisense RNA 1
A_23_P501538	0.95348	8.77E-01	-1.59E-01	-6.491644	-7.70E-02	HOXA3	homeobox A3
A_23_P49351	0.95348	8.77E-01	1.59E-01	-6.491652	1.20E-01	AMDHD2	amidohydrolase domain containing 2
A_23_P11397	0.95348	8.77E-01	1.59E-01	-6.491675	7.73E-02	TTTY13	"testis-specific transcript, Y-linked 13 (non-protein coding)"
A_32_P50655	0.95348	8.78E-01	1.59E-01	-6.491693	8.87E-02		
A_23_P126825	0.95348	8.78E-01	-1.59E-01	-6.4917	-1.37E-01	SLC16A1	solute carrier family 16 member 1
A_24_P90637	0.95348	8.78E-01	-1.59E-01	-6.491702	-1.40E-01	SOCS4	suppressor of cytokine signaling 4
A_32_P38436	0.95348	8.78E-01	-1.59E-01	-6.491703	-6.07E-02		
A_23_P164341	0.95348	8.78E-01	1.59E-01	-6.491703	1.03E-01	VAMP2	vesicle associated membrane protein 2
A_24_P942904	0.95348	8.78E-01	-1.59E-01	-6.491716	-5.63E-02	BMPER	BMP binding endothelial regulator
A_24_P579107	0.95348	8.78E-01	-1.59E-01	-6.491724	-5.50E-02		
A_24_P261567	0.95348	8.78E-01	1.59E-01	-6.491728	8.90E-02	GDPD5	glycerophosphodiester phosphodiesterase domain containing 5
A_32_P226157	0.95348	8.78E-01	1.59E-01	-6.491731	1.09E-01	ZNF484	zinc finger protein 484
A_24_P586134	0.95348	8.78E-01	-1.59E-01	-6.491736	-1.40E-01	TNFSF8	tumor necrosis factor superfamily member 8
A_23_P209389	0.95348	8.78E-01	-1.59E-01	-6.491738	-6.83E-02	CASP8	caspase 8
A_32_P9924	0.95348	8.78E-01	1.59E-01	-6.491751	8.00E-02		
A_32_P169353	0.95348	8.78E-01	1.59E-01	-6.491751	1.57E-01		
A_24_P400702	0.95348	8.78E-01	-1.59E-01	-6.491752	-1.47E-01		
A_23_P1492	0.95348	8.78E-01	1.59E-01	-6.491757	7.27E-02	AVPI1	arginine vasopressin induced 1
A_32_P480177	0.95348	8.78E-01	1.59E-01	-6.491759	7.10E-02	TNN	tenascin N
A_23_P130598	0.95348	8.78E-01	1.59E-01	-6.491762	9.73E-02	SLC25A23	solute carrier family 25 member 23
A_23_P27180	0.95348	8.78E-01	-1.59E-01	-6.491766	-6.90E-02	NSRP1	nuclear speckle splicing regulatory protein 1
A_24_P374564	0.95348	8.78E-01	1.59E-01	-6.49177	5.90E-02		
A_24_P85881	0.95348	8.78E-01	-1.59E-01	-6.491773	-7.63E-02	ADGRF3	adhesion G protein-coupled receptor F3
A_23_P15314	0.95348	8.78E-01	-1.59E-01	-6.491775	-9.37E-02	MED1	mediator complex subunit 1
A_24_P74981	0.95348	8.78E-01	1.59E-01	-6.491777	6.47E-02	KDM1A	lysine demethylase 1A
A_24_P251233	0.95348	8.78E-01	-1.59E-01	-6.491778	-5.57E-02	AKNAD1	AKNA domain containing 1
A_23_P32463	0.95348	8.78E-01	1.59E-01	-6.491779	6.00E-02	EXOSC4	exosome component 4
A_32_P226620	0.95352	8.78E-01	-1.59E-01	-6.491794	-8.63E-02		
A_23_P140978	0.95352	8.78E-01	1.59E-01	-6.4918	8.10E-02	ZNF263	zinc finger protein 263
A_32_P385	0.95354	8.78E-01	-1.58E-01	-6.491807	-8.70E-02		
A_23_P167509	0.95355	8.78E-01	-1.58E-01	-6.491815	-6.93E-02		
A_24_P109524	0.95356	8.78E-01	1.58E-01	-6.491823	1.07E-01	SSH1	slingshot protein phosphatase 1
A_23_P113462	0.95356	8.78E-01	-1.58E-01	-6.491829	-1.54E-01	KIF21A	kinesin family member 21A
A_23_P54622	0.95358	8.78E-01	1.58E-01	-6.491846	6.53E-02	KIF22	kinesin family member 22
A_32_P209960	0.95358	8.78E-01	-1.58E-01	-6.491851	-9.23E-02	CIITA	class II major histocompatibility complex transactivator
A_24_P324588	0.95358	8.78E-01	-1.58E-01	-6.491856	-9.63E-02		
A_23_P161552	0.95358	8.78E-01	1.58E-01	-6.491856	8.30E-02	ARFGAP2	ADP ribosylation factor GTPase activating protein 2
A_24_P310946	0.95358	8.78E-01	1.58E-01	-6.49186	8.43E-02	COG2	component of oligomeric golgi complex 2
A_32_P67978	0.95358	8.78E-01	-1.58E-01	-6.491864	-6.93E-02		
A_32_P126214	0.95361	8.78E-01	-1.58E-01	-6.491881	-6.80E-02	OVCH1-AS1	OVCH1 antisense RNA 1
A_23_P43273	0.95361	8.78E-01	1.58E-01	-6.491881	6.63E-02	EXT1	exostosin glycosyltransferase 1
A_24_P178693	0.95363	8.78E-01	1.58E-01	-6.491897	6.23E-02		
A_32_P97373	0.95363	8.78E-01	1.58E-01	-6.491905	1.00E-01		
A_23_P396115	0.95363	8.78E-01	1.58E-01	-6.491906	9.43E-02	SSX7	SSX family member 7
